Comment,Label;
 my point is that hardware used for inference, especially for very demanding ml models isn’t magically available without anyone noticing (same goes for electricity). that’s one of the reasons why google didn’t incorporate a chatgpt-like model in its officially available search, it would simply be much too expensive for them.,;-1
1000% agreement with sal khan, the partnership of ai and hi will be a game changer and yes we need to work hard to ensure it gets there and deal with the challenges as they arise.,;N
emotional intelligence, is not what we think, it is not only one of the 7 types of intelligences, it's the one ring...to rule them all.  without emotional intelligence, no increase in speed, will lead to positive results for the whole,;1
they're combining ai, deep learning and machine learning in robots, that'll be able to walk and be able to automate all factory jobs. there is a fully automated mc donald's in texas already. by 2030 everything will be ai and robotics. it's already too late!,;-1
"this is way more real and  dangenours than ""climate change"", but ai is making sure this presentation doesn't get  publicity it should to get law makers going....,";0
i wonder if the muse 2 headband takes your brainwaves and reads it,;-1
ai is not just saving humanity it will make things better for world and great video man :],;-1
i wonder how this system will be skewed by big pharma's influence on information available to this ai, espacialy since it's google's product and they are quite strong on censoring undesirable data.,;0
on the charts, the x values approaching 10^24 are *not* number of model parameters (these are ~10^11). these values are number of floating point operations used to train the model.,;-1
electronic brains are not energy - sufficient enough to sustainwithout humans,;-1
jai shri gurudev aapka nalayak sevak guruji.,;-1
i'm not worried that ai will become sentient which it will never do...i'm worried it will become intelligent.,;0
well, i've seen star trek tng's data and mass effect's edi - and i must say: i can't wait,;-1
thank you! this man makes my blood boil. clearly he is intelligent, but he seems to lack the ability to reason,;-1
the problem with ai now getting rid of 95% of hate speech is that it is not selective enough. so to maximise the likelihood of removing hate speech, all speech that goes against the majority of existing paradigms becomes collateral damage. and then, as is happening already, we become intolerably censored.,;N
"if ai writes its own software, we are on a quick path to loss of control. 
it could quickly develop to a stage where may not be even able to comprehend what it's up to.
it's a massive unknown quantity.,";-1
eway alreadyyay avehay ayay ewnay anguagelay ayay.iyay. an'tcay understandyay. ,;N
you're beyond all help good luck kid lol,;0
these people should not fool around with ai it sounds dangerous stop already don’t mess with them.,;-1
i love to see what this thing returns while reading a person dreaming.,;1
“you know how to deal with ai?pour water on it”.     - will sasso,;-1
what continually amazes me is these people working in the field of ai arnt concerned about where this is going. i was 10yrs old in 1990, watching terminator 2 at the movies, i became concerned then! the reality of ai i think is far more worrying than skynet or t800 arnie.,;1
precision fermentation is gonna be powered by ai, so no need to point it out,;1
obey your ai overlords!      we're done.,;N
all this technology will contribute increasingly to the decline of the human body. eventually we will need ai just to basically function. use your body or lose it.,;-1
