,Comment,Label
4527,"uh, no. that's simply not true. the human brain has be scientifically proven to be more advanced and powerful than even the most advanced and powerful quantum supercomputer.",2
4528,one day ai will not need you and your the bug in the rug. say good bye .,0
4529,"again, not scary. robots don't understand self-awareness, like we do.",2
4530,ai can improve ai,2
4531,"again, machines and robots can't defy their programming that humans make. without they're programming, a.i. wouldn't even be useful in the slightest. hell, even the most advanced and most powerful quantum supercomputers simply can't compete with the human brain for that simply reason. machines can't defy their programming.",0
4532,if ai could replace us it could lead to a way more advanced society,2
4533,"xd ai pretty different then just basic technology where currently using.
there are multiple reason why people fair these development because if something goes wrong the could be a big problem for humanity in general.

recommend you to research this theme more so you can understand the risk and reward when we use ai",2
4534,"now how about ai+machine. imagine taxi driver lose their job together overnight, they have to adapt to new job that robot can't do? then imagine every taxi driver open hot dog shop. 
we are over populate.",0
4535,"it shouldn’t! we have to simplify hassles, and leaving everything to ai is not the way! that causes laziness. i have to tell people, either strengthen your thinking skills with a cerebral fitness site as i do with happyneuron or forget your existence and rest in eternity forever!",0
4536,"very optimistic and subjective but who knows what will happen? renewable energy isn't renewable, it consumer rare elements and solar only lasts around 20 years. also ai is able to design cars for crying out loud",2
4537,ai will attain technological singularity at a point. it would be artificial superintelligence. it would be so smart that it would build it's own ai to serve him. it would build it's own species and hence replace humans .,2
4538,hail human race !,2
4539," quantum computers don't exist. even if they did, they're still no match for the human brain. even the most ""advanced"" a.i. simply can't compete with the human brain because machines can only operate via their programming, and stone-cold logic, compared to humans who have self-awareness and chaotic thought processes.",0
4540," exactly. robots can't grasp the concept of self-awareness like we humans can. also, it's been scientifically proven that the human brain is more power and advanced than even the most advanced supercomputer know to exist.",0
4541,"robot may become smarter than human, however, human's brain is more than just smart.
so human will still be needed",2
