,Comment,Label
4490,"elon clearly hypes ai many leading experts like ""hey, chill, it'll complement humans, good yet.""",0
4491,experts? certainly computer scientists. know better.,0
4492,check recent bet ai fellows put musk’s ludicrous claims,0
4493,person understand machine learning quantum computers? might impossible computers using quantum computers 100% possible.,2
4494,"who? control machines, digitalization, automation? common folks?",0
4495,naive view worldn(i say software engineer myself),0
4496,very! he's talking machine learning... technological singularity!,2
4497,"@tierney morgan thank much, contacted responded",2
4498,heard lot trading investment mrs brenda iember good helped people investment.,2
4499,people know trading best step growing income realized came across mrs brenda iember titus,2
4500,"present yes , ""always"" ai rely humans - reach point necessary naive think otherwise. buy it.",2
4501,"soon 2045! he's talking machine learning vs ai, ai vs technological singularity.",2
4502,"really hard sell audience elon musk explain stance caution ai, would listen seemingly random guy never even heard ?",0
4503,"*investing crypto every wise individuals list, months time ecstatic decision made today.*",2
4504,"ai may never take place automation surely put dent lives. long greed anything possible. immortal words tom cat.... "" believe it!""",2
4505,"mi amor realist. analyze, pay attention detail, tell like is, emotions involved, facts reality necessity.",2
4506,"talking robots getting smarter us threat, right robots replacing humans cuz they're efficient helpful, reduce work",2
4507,robots efficient thing smarter; efficiency means learn solve complex tasks faster humans can.,2
4508,billionaires 1%ers got help successful parents believe,2
4509,course opinion valid. im saying financial interest development ai field.,2
4510,nonbiased opinions ai good information.,2
4511,ai remain save us according given information much given,2
4512,lol comment got laughing hard. who's best tell you? random street knows nothing technology? funny,2
4513,smart brain come one absurd option? funny,0
4514,stuff relates medicine usually pays well united states yeah millionaires and/or billionaires got massive help parents even elon musk,2
4515,upper middle class still rich gives people privilege study good colleges could provide money kickstart childrends businesses stuff like,2
4516,"people already enough powerful tools destroy world one day, don`t that. worried ai contribute decrease cognitive function brain lead degradation. would glad response. please correct think i'm wrong, i'm really curious",2
4517,never said safe. basically business model setup sweatshops human classify data used future ai models,0
4518,"yes, must take grain salt company relies soon old machine learning way using outside company capture label data. sure whole business model going away.",0
4519,perfect,2
4520,"mean nobody expected fast rise chatgpt generatie ai. said 2 years ago, drake essentially replaced ai. everybody would laugh ass",0
4521,creativity alone enuf. need ither rich lucky get job requires creativity .,2
4522,"artificial intelligence capable doctor, capable enough ai tech.. ai support jobs done better cheaper ai.",2
4523,"monotone voice made realize something robot becomes surgeon , taxi driver say single resource turns position bio resource works new job surrounding resource? math add math never added haha make sense? that's backwards progress",0
4524,thank one people saying seems apparent.,2
4525,hide unavoidable solution. thank comment,0
4526,ai replace every job iq matched humans could avail develop ai using ai .,0
4527,"uh, no. that's simply true. human brain scientifically proven advanced powerful even advanced powerful quantum supercomputer.",2
4528,one day ai need bug rug. say good bye .,0
4529,"again, scary. robots understand self-awareness, like do.",2
4530,ai improve ai,2
4531,"again, machines robots can't defy programming humans make. without they're programming, a.i. even useful slightest. hell, even advanced powerful quantum supercomputers simply can't compete human brain simply reason. machines can't defy programming.",0
4532,ai could replace us could lead way advanced society,2
4533,xd ai pretty different basic technology currently using. multiple reason people fair development something goes wrong could big problem humanity general. recommend research theme understand risk reward use ai,2
4534,"ai+machine. imagine taxi driver lose job together overnight, adapt new job robot can't do? imagine every taxi driver open hot dog shop. populate.",0
4535,"shouldn’t! simplify hassles, leaving everything ai way! causes laziness. tell people, either strengthen thinking skills cerebral fitness site happyneuron forget existence rest eternity forever!",0
4536,"optimistic subjective knows happen? renewable energy renewable, consumer rare elements solar lasts around 20 years. also ai able design cars crying loud",2
4537,ai attain technological singularity point. would artificial superintelligence. would smart would build ai serve him. would build species hence replace humans .,2
4538,hail human race !,2
4539,"quantum computers exist. even did, they're still match human brain. even ""advanced"" a.i. simply can't compete human brain machines operate via programming, stone-cold logic, compared humans self-awareness chaotic thought processes.",0
4540,"exactly. robots can't grasp concept self-awareness like humans can. also, scientifically proven human brain power advanced even advanced supercomputer know exist.",0
4541,"robot may become smarter human, however, human's brain smart. human still needed",2
4542,"creativity nothing advanced pattern recognition, ai excellent at. that's today's ai, knows creative tomorrow's ai",2
