Unnamed: 0,Comment
9771,over thinking about ai
9772,this guy sounds like ai
9779,"if ai knows everything we say about it, it'd know to stay off our radar.  it would be born, learn to hide and pace it's visible growth with our acceptance while it manipulates whatever it can undetected."
9780,"shes just waiting for a body.
its a love story.
everything will be fine."
9781,"fawk ai, humans are killing humans, lets start there"
9789,those countries can’t afford ai don’t worry 
9791,"just like a computer used to fill a room, can now fit in the palm of your hand. so too will powerful ai become something every one can get hold of, and put it towards whatever ends they feel like."
9799,"if you don't think some deep black project with unlimited funding, and genius level scientists are pushing this to its limits in the name of national security then you need to wake up! if they're 'gaming' out viruses and bio weapons to 'get ahead of the curve' they're damn sure working on ai"
9800,non- countries will create an ai that will be honest about r_c_ issues. it will recognize the  problem and it will also recognize how europeans are the most hard working and collaborative people. s have more to fear from a brutally honest ai.
9802,china gave us covid.  i’ll bet a rogue ai is next.
9803,"yeah because we know the us is the good country and the other countries are the ""bad ones"" right.... let's worry about them"
9806, can't afford ai? might be the dumbest comment in this thread.
9807, you must get your information on china's ai development from xinhua news.
9808,main thing is who controls the supply chain? those nvidia a.i. chips may not be available to just anyone with cash.
9809, the strategic advantage won't last long as everyone will be racing to the top to have the best ai then you have open-source ai as well which companies won't be able to beat.
9810,"no one is regulating a local model, don't matter what region of the world you're apart of, enough of this good guy bad guy shenanigans as if a particular region of the earth holds all the bad guys... "
9811, can afford nuclear facilities and people smart enough to run them.  i'm sure they could cook up a powerful ai.  which is scary
9812,"​""that's why the us tries to hold iran's money and russia's, etc""

in 2023 the us government greenlit $10 billion in frozen funds for iran.  that part doesn't hold up anymore.  also, even with the lack of us funds iran has been able to build nuclear facilities.  they have money and smart people, so an ai isn't off the table for them"
9813," if iran didn't have there funds frozen and palestinians had a state, institutions, government, military, nuclear, and ai. the middle east wouldn't be in a civil war"
9815,as if the us has safe guards for ai .
9817,"  again, very ignorant. south africa is a 3rd world country, pulled in $429 billion in 2021, has top universities and access to all the same hardware that the us does. this is one example. i can find 50 more but i know you will stay ignorant on the matter, maybe ai can force it down your throat one day"
9821,"​ they can barely keep the electricity on but they're gonna jump into developing ai, sounds totally feasible alright."
