,comments,predictions
3793,payment getting failed! help!!,negative
3794,love videos please make video inside maldives.,positive
3795,love videos please make video inside maldives.,positive
3796,love videos please make video inside maldives.,positive
3797,amazing...u always clear concept detailed... bring truth front people,positive
3798,love videos please make video inside maldives.,positive
3799,much needed! amazing research,positive
3800,dhruv pregnant never fails deliver...,negative
3801,amazing video plzzz create full series a.i,positive
3802,"great video beautifully explained, dhruv",positive
3803,amazing love video think k sabko video ka wait tha finally wait,positive
3804,"""i'm glad found dhruv rathee's channel. videos always informative well-researched. video ai chatgpt exception. highly recommend checking out"".",positive
3805,ai astonishingly great tool well unimaginably destructive.,positive
3806,"think human need ai now, world ready",positive
3807,monkey indian downgrading publishing religious propaganda books school . politicians jumla using like orange juice become mindless labour people millionaire moving away nonsense country..,negative
3808,"i'm completely awe dhruv. super consistent uploading content channels, even learned new topic/subject depth make whole course it. that's small feat! productivity course must worth too! thanks video. great watch, always.",positive
3809,best video chatgpt thank,positive
3810,0:22 want hairstyle,negative
3811,chatgpt se bank fraud ho rhe hai. muje call ivr call aayi frm bnk. ab ivr call pr apna darj kre. request people plz beware ivr call,negative
3812,best youtuber..,positive
3813,"bro ! great job, thank much providing us much knowledge !!",positive
3814,ai trained..... modify create new things.... creativity still top... innovation still requires human brain ...,positive
3815,"brilliant dhruv, nice explanation.",positive
3816,excellent analysis dhrub rathi team . thanks bringing useful videos world,positive
3817,love feom pakistan videos really informative keep good work !,positive
3818,excellent true real spiritually video upload please.,positive
3819,best topic ever,positive
3820,"""i'm glad watched video. idea much know ai chatgpt. dhruv rathee great job explaining complex concepts way that's easy understand. highly recommend video anyone who's interested learning ai"".",positive
3821,"""this informative well-researched video i've seen ai chatgpt. dhruv rathee really knows stuff! i'm definitely subscribing channel"".",positive
3822,best video dhruv carrier,positive
3823,0:46 maa meri shaktiyon ka galat istemaal hua hai,negative
3824,great content dhruv! would love watch mire videos topic,positive
3825,"wow, video eye-opening! idea ai advanced, could used create realistic convincing chatbots. i'm really starting think ai going huge impact world future. thanks making video, dhruv! really informative thought-provoking.""",positive
3826,dhruv rathee extraordinary talented,positive
3827,dhruv rathee pregnant never fails deliver,negative
3828,"*gpt77x* showing finger governments, systems, big banks make us work way hard nothing. yes best space talk reach even one human worth it, that's post",negative
3829,"perfect dream *gpt77x* something everyone aware of. want much already get more, sad planet way. imagine 5% 50% everything? one change that's share dream you, thanks listening, keep strong give guys",positive
3830,"useless talks, noisy sounds, wastage time point talks sweet peaceful tunes beauty dhruv rathee",negative
3831,"love videos!!! informative totally obsessed!! please make detailed video 26/11 mumbai attacks, quite unexplored topic deserves detail oriented video you!! best wishes",positive
3832,bhai please cource free kr can't pay money,negative
3833,great info! btw ameca humanoid robot ameka!,positive
3834,opinion say ai helpful dangerous us time . advance civilization universe also advanced technology compare us . even point prediction true ai halp us . ai opposite human community worst condition .,negative
3835,"one best teachers ever. sir dhruv, amazing.",positive
3836,great! pls make videos depth topics ai...!!!,positive
3837,amazing video really important students thanks video druv.,positive
3838,"amazing video, already well-versed ai applications storytelling start video beyond praise. great work!!!",positive
3839,"glad made video popular important issue, videos literally knowledgeable also want make video chandrayaan 3",positive
3840,"sending love & namaste vietnam truly incredible person! positivity enthusiasm shine every video, inspiring uplifting viewers. keep spreading joy making positive impact. amazing person viewers also fabulous",positive
3841,best explanation ever ai love pakistan,positive
3842,one best teacher youth is! lots love dhruv sir,positive
3843,dhruv pregnant never fails deliver,negative
3844,amazing video sir ! love . video editing super-duper !!!!,positive
3845,"dhrub rathi born protect aware mankind, also whole world.his optimistic views every recent issue highly appreciable..",positive
3846,"0:14 wah kya muskurahat hai, jaise muh me.....",negative
3847,0% ego 0% attitude 100% honest 100% hardwork love dhruv bhai,negative
